Text Content,Image Content,Video Content,"User Metadata (Age, Gender, Location)","Engagement Metrics (Likes, Shares, Comments)",Timestamp,"Interaction Network (Friends, Followers)",Sentiment Score,Text Length,"Image Features (Object, Color)","Video Features (Action, Duration)",Content Type,Interaction Type (Language),Reported Flag,Reporting Frequency
Why don't you go away?,Violent image,Bullying act,"13, Non-binary, XYZ city","124, 64, 13",2023-09-15 09:01:40.293440,"275, 1029",-0.68,143,"Gun, Red","Punching, 10 seconds",Post,French,No,8
You are a loser!,Offensive gesture,Verbal abuse video,"13, Female, XYZ city","156, 83, 36",2024-03-04 09:01:40.293448,"470, 1471",-0.6,160,"Gun, Green","Kicking, 3 seconds",Message,French,No,6
I hate you so much!,Offensive gesture,Bullying act,"16, Female, XYZ city","100, 69, 15",2024-05-11 09:01:40.293455,"498, 605",-0.8,124,"Gun, Dark Blue","Punching, 10 seconds",Comment,German,No,5
I hate you so much!,Insulting meme,Verbal abuse video,"16, Female, XYZ city","108, 34, 39",2023-06-26 09:01:40.293468,"370, 1330",-0.6,73,"Knife, Green","Kicking, 5 seconds",Comment,German,Yes,2
Why don't you go away?,Violent image,Intimidation video,"16, Female, XYZ city","171, 56, 46",2024-02-05 09:01:40.293475,"266, 1348",-0.7,96,"Pointing Finger, Red","Verbal Abuse, 10 seconds",Message,Spanish,No,7
Why don't you go away?,Offensive gesture,Bullying act,"15, Non-binary, XYZ city","84, 25, 13",2023-07-09 09:01:40.293482,"131, 892",-0.92,180,"Middle Finger, Green","Punching, 12 seconds",Message,French,Yes,2
I hate you so much!,Cyberbullying cartoon,Harassment video,"15, Female, XYZ city","67, 92, 38",2024-04-30 09:01:40.293491,"139, 1159",-0.99,116,"Knife, Green","Verbal Abuse, 9 seconds",Comment,German,Yes,1
I hate you so much!,Cyberbullying cartoon,Harassment video,"14, Female, XYZ city","126, 78, 26",2024-03-26 09:01:40.293498,"317, 1480",-0.82,160,"Middle Finger, Red","Punching, 10 seconds",Message,English,No,7
You are a loser!,Offensive gesture,Verbal abuse video,"14, Non-binary, XYZ city","158, 41, 13",2023-08-03 09:01:40.293507,"181, 1344",-0.73,105,"Pointing Finger, Red","Kicking, 12 seconds",Post,French,Yes,5
You are a loser!,Offensive gesture,Harassment video,"15, Non-binary, XYZ city","118, 56, 22",2023-08-28 09:01:40.293516,"307, 700",-0.58,167,"Pointing Finger, Red","Threatening, 4 seconds",Post,English,No,1
I hate you so much!,Violent image,Bullying act,"13, Female, XYZ city","158, 72, 32",2023-09-16 09:01:40.293520,"431, 1951",-0.94,86,"Pointing Finger, Black","Verbal Abuse, 10 seconds",Comment,Spanish,No,4
You are a loser!,Violent image,Harassment video,"15, Female, XYZ city","180, 61, 43",2024-01-02 09:01:40.293525,"137, 1734",-0.6,155,"Middle Finger, Black","Verbal Abuse, 13 seconds",Post,French,No,4
You are a loser!,Insulting meme,Intimidation video,"16, Non-binary, XYZ city","158, 70, 30",2023-12-06 09:01:40.293531,"426, 1260",-0.57,96,"Knife, Black","Punching, 9 seconds",Post,Spanish,No,7
You are so dumb!,Violent image,Intimidation video,"16, Male, XYZ city","176, 40, 20",2023-10-09 09:01:40.293539,"326, 547",-0.92,158,"Gun, Black","Punching, 4 seconds",Comment,Spanish,No,9
You are a loser!,Cyberbullying cartoon,Verbal abuse video,"13, Male, XYZ city","152, 87, 10",2023-11-09 09:01:40.293547,"117, 1411",-0.57,66,"Pointing Finger, Dark Blue","Kicking, 11 seconds",Message,Spanish,Yes,2
Why don't you go away?,Cyberbullying cartoon,Bullying act,"15, Female, XYZ city","141, 82, 33",2023-08-02 09:01:40.293556,"394, 686",-0.5,112,"Pointing Finger, Red","Verbal Abuse, 6 seconds",Comment,Spanish,No,1
You are a loser!,Offensive gesture,Intimidation video,"15, Non-binary, XYZ city","174, 32, 43",2023-07-09 09:01:40.293560,"444, 723",-0.64,160,"Gun, Black","Punching, 4 seconds",Post,Spanish,No,2
You are a loser!,Violent image,Intimidation video,"16, Male, XYZ city","188, 70, 26",2023-12-27 09:01:40.293567,"417, 987",-0.61,100,"Gun, Green","Kicking, 11 seconds",Comment,French,Yes,7
I hate you so much!,Insulting meme,Bullying act,"17, Non-binary, XYZ city","148, 43, 28",2023-07-09 09:01:40.293572,"496, 1376",-0.5,54,"Pointing Finger, Dark Blue","Threatening, 9 seconds",Comment,English,No,6
Why don't you go away?,Cyberbullying cartoon,Harassment video,"17, Non-binary, XYZ city","134, 27, 37",2023-12-02 09:01:40.293576,"436, 1752",-0.7,181,"Pointing Finger, Red","Verbal Abuse, 3 seconds",Post,French,No,4
You are a loser!,Cyberbullying cartoon,Harassment video,"15, Female, XYZ city","54, 36, 46",2023-09-03 09:01:40.293581,"489, 1478",-0.85,97,"Gun, Green","Punching, 13 seconds",Post,French,Yes,1
You are a loser!,Insulting meme,Verbal abuse video,"14, Non-binary, XYZ city","167, 38, 36",2023-07-12 09:01:40.293585,"176, 1516",-0.58,124,"Knife, Red","Kicking, 9 seconds",Comment,French,Yes,1
You are so dumb!,Insulting meme,Harassment video,"17, Male, XYZ city","166, 30, 21",2024-05-30 09:01:40.293590,"287, 769",-0.69,56,"Knife, Green","Verbal Abuse, 8 seconds",Post,German,No,5
You are a loser!,Cyberbullying cartoon,Bullying act,"15, Non-binary, XYZ city","198, 30, 48",2023-10-16 09:01:40.293594,"194, 809",-0.71,177,"Gun, Dark Blue","Kicking, 4 seconds",Post,German,Yes,1
You are a loser!,Cyberbullying cartoon,Intimidation video,"16, Female, XYZ city","54, 75, 29",2023-07-28 09:01:40.293599,"231, 1595",-0.87,188,"Pointing Finger, Green","Threatening, 8 seconds",Post,French,No,7
You are so dumb!,Insulting meme,Harassment video,"15, Non-binary, XYZ city","95, 31, 15",2024-01-17 09:01:40.293603,"380, 1344",-0.62,179,"Pointing Finger, Red","Threatening, 11 seconds",Post,English,Yes,1
I hate you so much!,Cyberbullying cartoon,Verbal abuse video,"17, Male, XYZ city","66, 38, 35",2023-11-21 09:01:40.293608,"259, 1710",-0.96,144,"Middle Finger, Dark Blue","Verbal Abuse, 14 seconds",Post,French,No,1
You are a loser!,Offensive gesture,Harassment video,"13, Non-binary, XYZ city","97, 71, 41",2024-03-24 09:01:40.293612,"290, 1945",-0.54,59,"Gun, Dark Blue","Punching, 10 seconds",Post,Spanish,No,2
You are so dumb!,Offensive gesture,Bullying act,"16, Male, XYZ city","119, 74, 45",2024-04-30 09:01:40.293617,"219, 719",-0.84,185,"Pointing Finger, Dark Blue","Punching, 3 seconds",Message,German,No,3
Why don't you go away?,Insulting meme,Verbal abuse video,"17, Non-binary, XYZ city","151, 94, 42",2024-03-15 09:01:40.293621,"152, 1974",-0.94,93,"Middle Finger, Red","Threatening, 3 seconds",Comment,German,Yes,1
I hate you so much!,Violent image,Harassment video,"14, Male, XYZ city","192, 46, 20",2024-01-16 09:01:40.293626,"230, 1760",-0.78,100,"Gun, Black","Kicking, 4 seconds",Post,French,No,9
Why don't you go away?,Insulting meme,Verbal abuse video,"16, Male, XYZ city","131, 70, 13",2024-03-09 09:01:40.293630,"345, 1237",-0.98,143,"Gun, Green","Verbal Abuse, 7 seconds",Comment,French,Yes,8
Why don't you go away?,Insulting meme,Bullying act,"16, Female, XYZ city","184, 54, 18",2024-01-13 09:01:40.293634,"307, 905",-0.66,100,"Gun, Black","Verbal Abuse, 4 seconds",Message,English,No,5
You are so dumb!,Violent image,Intimidation video,"16, Female, XYZ city","121, 64, 26",2024-06-10 09:01:40.293639,"195, 1520",-0.55,146,"Knife, Green","Kicking, 8 seconds",Post,English,No,2
You are a loser!,Violent image,Bullying act,"13, Non-binary, XYZ city","130, 91, 28",2024-05-21 09:01:40.293643,"299, 746",-0.58,118,"Knife, Red","Punching, 7 seconds",Comment,Spanish,No,5
You are so dumb!,Violent image,Bullying act,"13, Female, XYZ city","112, 57, 12",2023-08-04 09:01:40.293648,"171, 684",-0.94,66,"Pointing Finger, Black","Kicking, 5 seconds",Post,French,No,6
You are so dumb!,Offensive gesture,Bullying act,"17, Female, XYZ city","118, 32, 40",2023-07-20 09:01:40.293652,"105, 1729",-0.94,40,"Middle Finger, Dark Blue","Verbal Abuse, 12 seconds",Post,French,No,1
You are so dumb!,Cyberbullying cartoon,Bullying act,"16, Female, XYZ city","163, 41, 38",2024-06-05 09:01:40.293657,"131, 1405",-0.59,30,"Pointing Finger, Red","Verbal Abuse, 12 seconds",Post,French,Yes,4
You are so dumb!,Offensive gesture,Intimidation video,"14, Female, XYZ city","116, 73, 19",2023-11-19 09:01:40.293661,"486, 1198",-0.54,99,"Gun, Black","Verbal Abuse, 14 seconds",Post,German,Yes,9
I hate you so much!,Cyberbullying cartoon,Intimidation video,"14, Non-binary, XYZ city","91, 83, 30",2024-02-19 09:01:40.293666,"175, 1700",-0.77,49,"Gun, Green","Kicking, 9 seconds",Post,Spanish,Yes,2
You are a loser!,Offensive gesture,Verbal abuse video,"15, Female, XYZ city","84, 75, 39",2023-09-14 09:01:40.293670,"414, 848",-0.75,121,"Pointing Finger, Green","Punching, 8 seconds",Post,English,No,5
Why don't you go away?,Cyberbullying cartoon,Harassment video,"17, Non-binary, XYZ city","106, 66, 44",2024-03-21 09:01:40.293675,"354, 807",-0.84,54,"Knife, Dark Blue","Kicking, 5 seconds",Post,German,No,1
Why don't you go away?,Offensive gesture,Intimidation video,"17, Female, XYZ city","68, 27, 35",2023-12-16 09:01:40.293679,"444, 1650",-0.55,86,"Gun, Dark Blue","Kicking, 14 seconds",Message,German,Yes,4
You are a loser!,Violent image,Intimidation video,"17, Non-binary, XYZ city","162, 90, 39",2023-11-15 09:01:40.293684,"386, 1265",-0.68,186,"Knife, Red","Kicking, 11 seconds",Message,German,No,4
Why don't you go away?,Insulting meme,Harassment video,"13, Non-binary, XYZ city","184, 86, 10",2023-07-20 09:01:40.293688,"312, 1261",-0.86,96,"Gun, Dark Blue","Threatening, 13 seconds",Post,German,No,6
You are a loser!,Offensive gesture,Intimidation video,"14, Female, XYZ city","85, 44, 46",2024-02-09 09:01:40.293693,"183, 882",-0.85,157,"Gun, Green","Punching, 9 seconds",Post,Spanish,No,9
Why don't you go away?,Cyberbullying cartoon,Bullying act,"14, Female, XYZ city","50, 34, 46",2024-02-20 09:01:40.293697,"487, 1024",-0.55,110,"Pointing Finger, Green","Threatening, 7 seconds",Message,French,Yes,3
You are so dumb!,Violent image,Bullying act,"14, Non-binary, XYZ city","190, 27, 14",2024-05-31 09:01:40.293702,"144, 1138",-0.99,126,"Knife, Dark Blue","Verbal Abuse, 6 seconds",Message,English,Yes,9
Why don't you go away?,Offensive gesture,Harassment video,"17, Male, XYZ city","177, 92, 10",2024-02-07 09:01:40.293706,"213, 775",-0.84,101,"Pointing Finger, Dark Blue","Threatening, 13 seconds",Message,English,Yes,6
You are a loser!,Offensive gesture,Verbal abuse video,"17, Male, XYZ city","84, 85, 49",2024-04-20 09:01:40.293711,"304, 836",-0.72,154,"Pointing Finger, Green","Kicking, 12 seconds",Post,German,Yes,7
You are a loser!,Violent image,Verbal abuse video,"16, Male, XYZ city","72, 28, 43",2023-07-17 09:01:40.293715,"484, 1410",-0.93,37,"Gun, Red","Punching, 13 seconds",Comment,German,Yes,2
You are a loser!,Offensive gesture,Harassment video,"13, Female, XYZ city","177, 23, 39",2023-09-03 09:01:40.293720,"372, 1581",-0.95,178,"Middle Finger, Black","Kicking, 9 seconds",Comment,Spanish,No,6
You are a loser!,Insulting meme,Harassment video,"13, Non-binary, XYZ city","151, 94, 44",2024-01-24 09:01:40.293724,"427, 608",-0.59,34,"Knife, Black","Kicking, 7 seconds",Comment,German,No,6
You are a loser!,Offensive gesture,Bullying act,"13, Male, XYZ city","121, 22, 23",2024-03-07 09:01:40.293729,"378, 827",-0.55,67,"Knife, Green","Verbal Abuse, 8 seconds",Comment,English,No,2
I hate you so much!,Insulting meme,Verbal abuse video,"16, Female, XYZ city","83, 64, 28",2024-06-07 09:01:40.293736,"363, 814",-0.59,50,"Pointing Finger, Dark Blue","Punching, 9 seconds",Post,English,No,2
I hate you so much!,Insulting meme,Intimidation video,"15, Male, XYZ city","172, 35, 11",2024-04-16 09:01:40.293744,"210, 1198",-0.55,143,"Gun, Dark Blue","Threatening, 4 seconds",Comment,French,Yes,2
Why don't you go away?,Violent image,Bullying act,"17, Non-binary, XYZ city","194, 53, 25",2023-07-14 09:01:40.293752,"368, 1752",-0.72,84,"Pointing Finger, Black","Punching, 12 seconds",Message,French,Yes,1
You are a loser!,Offensive gesture,Harassment video,"13, Male, XYZ city","151, 79, 11",2024-04-04 09:01:40.293761,"255, 1996",-0.59,47,"Gun, Black","Threatening, 5 seconds",Message,English,No,5
Why don't you go away?,Violent image,Verbal abuse video,"15, Female, XYZ city","62, 75, 40",2024-02-15 09:01:40.293772,"288, 1795",-0.81,143,"Middle Finger, Dark Blue","Punching, 8 seconds",Comment,English,Yes,8
You are a loser!,Offensive gesture,Intimidation video,"15, Female, XYZ city","83, 58, 12",2024-04-14 09:01:40.293776,"474, 1525",-0.67,182,"Pointing Finger, Green","Punching, 12 seconds",Message,Spanish,No,2
You are a loser!,Offensive gesture,Intimidation video,"14, Male, XYZ city","185, 97, 36",2024-05-10 09:01:40.293781,"345, 1221",-0.51,84,"Pointing Finger, Dark Blue","Verbal Abuse, 9 seconds",Post,Spanish,No,5
I hate you so much!,Cyberbullying cartoon,Bullying act,"14, Female, XYZ city","167, 72, 48",2023-07-30 09:01:40.293785,"385, 1370",-0.89,151,"Gun, Dark Blue","Threatening, 5 seconds",Comment,English,No,8
I hate you so much!,Offensive gesture,Verbal abuse video,"13, Male, XYZ city","114, 36, 39",2024-04-23 09:01:40.293790,"112, 1107",-0.81,75,"Middle Finger, Green","Threatening, 6 seconds",Comment,German,No,5
You are so dumb!,Violent image,Verbal abuse video,"17, Non-binary, XYZ city","62, 40, 28",2024-05-24 09:01:40.293794,"320, 737",-0.76,177,"Pointing Finger, Red","Verbal Abuse, 3 seconds",Post,French,Yes,2
I hate you so much!,Insulting meme,Harassment video,"16, Male, XYZ city","102, 38, 34",2023-11-11 09:01:40.293799,"193, 1861",-0.93,12,"Gun, Green","Kicking, 12 seconds",Message,English,No,3
You are so dumb!,Offensive gesture,Verbal abuse video,"13, Female, XYZ city","80, 74, 32",2023-11-28 09:01:40.293803,"368, 1694",-0.96,126,"Knife, Dark Blue","Verbal Abuse, 13 seconds",Post,German,Yes,6
You are so dumb!,Cyberbullying cartoon,Verbal abuse video,"16, Male, XYZ city","81, 81, 19",2024-04-26 09:01:40.293807,"193, 1160",-0.59,108,"Pointing Finger, Green","Punching, 7 seconds",Post,English,No,5
You are so dumb!,Violent image,Bullying act,"15, Male, XYZ city","59, 91, 29",2023-12-28 09:01:40.293812,"211, 1348",-0.51,161,"Gun, Dark Blue","Verbal Abuse, 8 seconds",Message,French,No,4
You are so dumb!,Offensive gesture,Verbal abuse video,"17, Male, XYZ city","163, 33, 37",2023-08-28 09:01:40.293820,"215, 642",-0.8,28,"Pointing Finger, Black","Kicking, 4 seconds",Post,French,No,4
You are so dumb!,Violent image,Intimidation video,"13, Male, XYZ city","159, 72, 33",2024-01-23 09:01:40.293828,"300, 1703",-0.96,155,"Gun, Green","Verbal Abuse, 6 seconds",Message,Spanish,No,5
Why don't you go away?,Cyberbullying cartoon,Bullying act,"16, Non-binary, XYZ city","128, 41, 39",2024-03-20 09:01:40.293836,"301, 1887",-0.97,125,"Knife, Black","Verbal Abuse, 4 seconds",Message,Spanish,Yes,2
I hate you so much!,Cyberbullying cartoon,Bullying act,"16, Non-binary, XYZ city","53, 96, 32",2023-12-13 09:01:40.293845,"152, 970",-0.55,134,"Pointing Finger, Black","Verbal Abuse, 3 seconds",Post,Spanish,No,9
You are so dumb!,Violent image,Harassment video,"17, Female, XYZ city","57, 31, 40",2024-03-25 09:01:40.293853,"483, 1425",-0.77,97,"Pointing Finger, Dark Blue","Verbal Abuse, 5 seconds",Message,Spanish,Yes,2
You are a loser!,Offensive gesture,Verbal abuse video,"14, Male, XYZ city","83, 94, 21",2023-11-10 09:01:40.293866,"412, 807",-0.84,44,"Middle Finger, Green","Verbal Abuse, 14 seconds",Post,French,No,2
I hate you so much!,Insulting meme,Harassment video,"17, Female, XYZ city","98, 98, 40",2024-05-29 09:01:40.293871,"236, 1890",-0.76,199,"Pointing Finger, Black","Verbal Abuse, 3 seconds",Message,German,No,9
I hate you so much!,Cyberbullying cartoon,Intimidation video,"17, Male, XYZ city","142, 45, 27",2023-11-10 09:01:40.293875,"100, 1567",-0.84,10,"Knife, Black","Punching, 13 seconds",Comment,German,No,3
You are so dumb!,Offensive gesture,Bullying act,"15, Female, XYZ city","145, 57, 26",2024-02-05 09:01:40.293880,"326, 1621",-0.76,162,"Knife, Dark Blue","Kicking, 6 seconds",Message,German,Yes,7
Why don't you go away?,Offensive gesture,Bullying act,"17, Male, XYZ city","136, 69, 17",2023-08-07 09:01:40.293884,"307, 1788",-0.57,182,"Middle Finger, Black","Verbal Abuse, 5 seconds",Message,English,No,4
You are so dumb!,Insulting meme,Bullying act,"15, Male, XYZ city","183, 88, 38",2023-10-08 09:01:40.293889,"387, 639",-0.7,186,"Knife, Black","Kicking, 4 seconds",Post,Spanish,No,6
Why don't you go away?,Cyberbullying cartoon,Intimidation video,"13, Male, XYZ city","188, 84, 28",2024-05-14 09:01:40.293893,"336, 1473",-0.65,135,"Middle Finger, Dark Blue","Kicking, 14 seconds",Message,Spanish,No,4
You are a loser!,Cyberbullying cartoon,Intimidation video,"15, Female, XYZ city","186, 46, 43",2023-09-06 09:01:40.293898,"491, 571",-0.82,98,"Middle Finger, Green","Punching, 12 seconds",Comment,French,No,7
I hate you so much!,Offensive gesture,Harassment video,"16, Female, XYZ city","149, 34, 22",2023-07-10 09:01:40.293905,"254, 1713",-0.63,153,"Knife, Black","Punching, 11 seconds",Comment,French,No,1
You are a loser!,Offensive gesture,Harassment video,"16, Male, XYZ city","132, 68, 15",2023-07-29 09:01:40.293913,"367, 1844",-0.67,156,"Knife, Red","Kicking, 4 seconds",Message,English,Yes,3
Why don't you go away?,Insulting meme,Harassment video,"14, Non-binary, XYZ city","161, 75, 21",2023-11-23 09:01:40.293921,"206, 1755",-0.94,160,"Knife, Black","Threatening, 8 seconds",Message,English,Yes,3
Why don't you go away?,Insulting meme,Verbal abuse video,"15, Female, XYZ city","194, 77, 32",2023-06-17 09:01:40.293929,"141, 1382",-0.71,34,"Middle Finger, Red","Punching, 12 seconds",Comment,German,No,1
You are a loser!,Cyberbullying cartoon,Bullying act,"14, Male, XYZ city","109, 74, 19",2024-04-16 09:01:40.293937,"238, 1114",-0.87,25,"Gun, Red","Kicking, 14 seconds",Post,French,No,6
Why don't you go away?,Violent image,Bullying act,"14, Male, XYZ city","72, 40, 22",2023-11-07 09:01:40.293945,"270, 1362",-0.6,191,"Gun, Red","Threatening, 8 seconds",Comment,Spanish,Yes,9
You are a loser!,Cyberbullying cartoon,Harassment video,"13, Non-binary, XYZ city","150, 52, 33",2024-04-11 09:01:40.293952,"372, 915",-0.79,82,"Pointing Finger, Red","Punching, 3 seconds",Comment,German,No,8
I hate you so much!,Offensive gesture,Bullying act,"15, Female, XYZ city","157, 30, 26",2024-01-07 09:01:40.293960,"320, 923",-0.5,138,"Knife, Black","Verbal Abuse, 8 seconds",Message,Spanish,Yes,7
You are a loser!,Cyberbullying cartoon,Harassment video,"16, Female, XYZ city","74, 92, 30",2023-11-23 09:01:40.293967,"155, 889",-0.95,51,"Gun, Dark Blue","Threatening, 3 seconds",Message,German,No,8
I hate you so much!,Violent image,Verbal abuse video,"16, Non-binary, XYZ city","133, 31, 46",2024-05-26 09:01:40.293975,"441, 1445",-0.61,156,"Gun, Dark Blue","Verbal Abuse, 12 seconds",Comment,Spanish,No,6
You are a loser!,Insulting meme,Verbal abuse video,"17, Female, XYZ city","91, 36, 46",2023-07-26 09:01:40.293982,"201, 992",-0.66,171,"Knife, Black","Punching, 12 seconds",Post,English,Yes,9
Why don't you go away?,Violent image,Intimidation video,"14, Non-binary, XYZ city","97, 47, 44",2024-06-06 09:01:40.293987,"291, 998",-0.62,89,"Middle Finger, Green","Punching, 7 seconds",Comment,German,No,3
You are a loser!,Violent image,Verbal abuse video,"14, Male, XYZ city","96, 37, 23",2024-04-15 09:01:40.293991,"409, 1756",-0.85,113,"Middle Finger, Green","Punching, 12 seconds",Comment,Spanish,Yes,9
Why don't you go away?,Violent image,Harassment video,"13, Non-binary, XYZ city","154, 90, 22",2023-07-23 09:01:40.293998,"326, 1894",-0.75,192,"Gun, Dark Blue","Kicking, 14 seconds",Post,Spanish,Yes,4
You are a loser!,Insulting meme,Verbal abuse video,"17, Female, XYZ city","190, 50, 11",2023-07-30 09:01:40.294007,"238, 1355",-0.6,155,"Gun, Dark Blue","Kicking, 10 seconds",Comment,French,Yes,7
You are a loser!,Violent image,Intimidation video,"17, Non-binary, XYZ city","65, 28, 18",2023-12-26 09:01:40.294016,"404, 1672",-0.88,43,"Middle Finger, Green","Punching, 13 seconds",Comment,German,No,9
You are so dumb!,Violent image,Bullying act,"14, Male, XYZ city","103, 75, 31",2024-03-22 09:01:40.294028,"214, 1973",-0.89,98,"Gun, Red","Threatening, 3 seconds",Message,Spanish,Yes,2
Why don't you go away?,Violent image,Harassment video,"14, Non-binary, XYZ city","149, 64, 43",2023-11-06 09:01:40.294035,"162, 603",-0.72,134,"Gun, Green","Threatening, 7 seconds",Post,French,Yes,2
You are so dumb!,Offensive gesture,Bullying act,"14, Female, XYZ city","186, 27, 16",2023-12-18 09:01:40.294046,"438, 1370",-0.74,54,"Knife, Red","Verbal Abuse, 6 seconds",Message,Spanish,No,9
Why don't you go away?,Violent image,Intimidation video,"14, Female, XYZ city","85, 37, 12",2023-11-21 09:01:40.294053,"255, 772",-0.86,143,"Middle Finger, Green","Verbal Abuse, 10 seconds",Message,German,No,3
You are so dumb!,Insulting meme,Intimidation video,"13, Female, XYZ city","77, 89, 30",2024-04-02 09:01:40.294057,"105, 1670",-0.85,30,"Middle Finger, Black","Threatening, 9 seconds",Post,English,No,9
I hate you so much!,Violent image,Intimidation video,"13, Non-binary, XYZ city","77, 73, 10",2023-09-20 09:01:40.294062,"283, 1551",-0.86,131,"Knife, Dark Blue","Verbal Abuse, 7 seconds",Post,German,No,5
You are a loser!,Violent image,Bullying act,"13, Female, XYZ city","149, 40, 44",2024-03-06 09:01:40.294066,"137, 1642",-0.61,79,"Middle Finger, Dark Blue","Kicking, 8 seconds",Comment,German,No,6
Why don't you go away?,Insulting meme,Bullying act,"16, Male, XYZ city","62, 76, 19",2023-07-03 09:01:40.294071,"392, 1894",-0.67,105,"Gun, Red","Verbal Abuse, 8 seconds",Message,Spanish,No,2
Why don't you go away?,Violent image,Bullying act,"13, Non-binary, XYZ city","102, 63, 19",2023-08-26 09:01:40.294075,"343, 1741",-0.58,114,"Gun, Green","Kicking, 12 seconds",Post,Spanish,Yes,8
You are a loser!,Insulting meme,Bullying act,"17, Male, XYZ city","95, 32, 46",2023-11-17 09:01:40.294080,"276, 1822",-0.51,57,"Knife, Green","Kicking, 13 seconds",Message,German,No,9
Why don't you go away?,Violent image,Intimidation video,"13, Female, XYZ city","151, 43, 11",2024-06-10 09:01:40.294084,"263, 557",-0.76,48,"Knife, Dark Blue","Kicking, 11 seconds",Message,French,Yes,2
Why don't you go away?,Insulting meme,Intimidation video,"16, Female, XYZ city","130, 33, 19",2024-02-09 09:01:40.294089,"368, 807",-0.97,40,"Gun, Red","Verbal Abuse, 10 seconds",Post,French,No,6
You are so dumb!,Violent image,Harassment video,"14, Female, XYZ city","180, 36, 21",2023-09-06 09:01:40.294093,"157, 1811",-0.98,19,"Middle Finger, Green","Threatening, 3 seconds",Comment,French,Yes,6
Why don't you go away?,Violent image,Harassment video,"13, Male, XYZ city","165, 43, 38",2024-03-30 09:01:40.294097,"204, 1751",-0.85,39,"Pointing Finger, Red","Punching, 9 seconds",Message,Spanish,Yes,8
I hate you so much!,Offensive gesture,Bullying act,"13, Male, XYZ city","171, 79, 35",2023-12-29 09:01:40.294102,"346, 1199",-0.53,27,"Gun, Green","Threatening, 8 seconds",Post,Spanish,No,5
I hate you so much!,Offensive gesture,Verbal abuse video,"17, Male, XYZ city","114, 47, 25",2024-05-21 09:01:40.294106,"182, 1709",-0.74,197,"Gun, Dark Blue","Punching, 10 seconds",Comment,German,No,9
You are a loser!,Violent image,Verbal abuse video,"17, Male, XYZ city","153, 77, 21",2024-01-10 09:01:40.294111,"351, 1878",-0.86,97,"Knife, Black","Verbal Abuse, 8 seconds",Message,English,Yes,1
Why don't you go away?,Violent image,Intimidation video,"13, Non-binary, XYZ city","76, 72, 39",2023-08-22 09:01:40.294115,"337, 1295",-0.8,134,"Middle Finger, Black","Verbal Abuse, 7 seconds",Post,Spanish,No,9
You are a loser!,Cyberbullying cartoon,Intimidation video,"16, Female, XYZ city","183, 26, 41",2023-11-06 09:01:40.294119,"484, 709",-0.7,82,"Knife, Black","Threatening, 10 seconds",Message,German,No,7
